,open_score,close_score,date,Date,Open,High,Low,Close,Adj Close,Volume
46,0.14,-0.033333333333333326,2015-07-01,2015-07-01,2.47,2.48,2.36,2.42,2.42,19375000
47,0.21363636363636365,0.6000000000000001,2015-07-02,2015-07-02,2.43,2.63,2.39,2.53,2.53,31185900
48,0.0,0.3,2015-07-06,2015-07-06,2.46,2.54,2.44,2.47,2.47,20349400
49,-0.1,0.0,2015-07-07,2015-07-07,2.04,2.14,2.02,2.09,2.09,46418700
50,0.33035714285714285,0.0,2015-07-08,2015-07-08,2.07,2.07,2.01,2.01,2.01,15302900
51,0.3194444444444445,0.3333333333333333,2015-07-09,2015-07-09,2.04,2.06,1.93,1.98,1.98,23378200
52,0.0,0.0,2015-07-10,2015-07-10,2.0,2.03,1.95,1.96,1.96,17520800
53,0.11785714285714287,0.125,2015-07-13,2015-07-13,1.97,1.99,1.95,1.96,1.96,9080900
54,0.0,0.25,2015-07-14,2015-07-14,2.03,2.06,1.97,2.05,2.05,15812300
55,0.20000000000000004,0.3,2015-07-15,2015-07-15,2.07,2.09,1.95,1.96,1.96,13517800
56,0.10416666666666667,0.12261904761904766,2015-07-16,2015-07-16,1.97,2.0,1.87,1.87,1.87,20653300
57,0.2,0.16666666666666666,2015-07-17,2015-07-17,1.87,1.9,1.74,1.79,1.79,28127100
58,0.096875,-0.06666666666666668,2015-07-20,2015-07-20,1.82,1.84,1.77,1.8,1.8,12142400
59,0.05,0.15000000000000002,2015-07-21,2015-07-21,1.82,1.83,1.78,1.8,1.8,15034500
60,0.2125,0.2,2015-07-22,2015-07-22,1.8,1.81,1.76,1.79,1.79,16043400
61,0.13080808080808085,0.16666666666666666,2015-07-23,2015-07-23,1.8,1.81,1.75,1.76,1.76,10641900
62,0.15,0.175,2015-07-24,2015-07-24,1.76,1.77,1.65,1.67,1.67,16478400
63,0.13333333333333333,0.08333333333333333,2015-07-27,2015-07-27,1.67,1.7,1.61,1.62,1.62,11916500
64,0.23333333333333334,0.1538461538461538,2015-07-28,2015-07-28,1.62,1.77,1.62,1.77,1.77,14614600
65,0.2375,0.5,2015-07-29,2015-07-29,1.77,1.99,1.76,1.96,1.96,25582200
66,0.09483333333333337,0.0375,2015-07-30,2015-07-30,1.94,1.99,1.88,1.93,1.93,15837400
67,0.2958333333333333,0.3061038961038961,2015-07-31,2015-07-31,1.94,1.99,1.92,1.93,1.93,7733700
68,0.0,0.0,2015-08-03,2015-08-03,1.93,2.2,1.9,2.2,2.2,26218200
69,0.009999999999999998,0.135,2015-08-04,2015-08-04,2.18,2.18,2.05,2.13,2.13,14328400
70,0.125,0.08571428571428573,2015-08-05,2015-08-05,2.11,2.21,2.1,2.16,2.16,13236000
71,0.182,0.05,2015-08-06,2015-08-06,2.15,2.17,2.1,2.11,2.11,9475000
72,0.10486111111111113,0.30000000000000004,2015-08-07,2015-08-07,2.1,2.14,2.06,2.09,2.09,7680800
73,0.0,0.16666666666666666,2015-08-10,2015-08-10,1.92,1.98,1.82,1.93,1.93,29926200
74,0.16666666666666666,0.0,2015-08-11,2015-08-11,1.91,1.93,1.88,1.9,1.9,7479200
75,0.075,-0.184375,2015-08-12,2015-08-12,1.88,1.93,1.84,1.9,1.9,8521200
76,0.25,0.26666666666666666,2015-08-13,2015-08-13,1.9,1.91,1.79,1.79,1.79,7839700
77,0.275,0.125,2015-08-14,2015-08-14,1.8,1.85,1.79,1.84,1.84,6183400
78,0.30000000000000004,0.0,2015-08-17,2015-08-17,1.82,1.88,1.8,1.8,1.8,9062400
79,0.08333333333333333,0.4000000000000001,2015-08-18,2015-08-18,1.79,1.82,1.75,1.8,1.8,9751900
80,0.246875,0.0,2015-08-19,2015-08-19,1.8,1.81,1.76,1.8,1.8,7441200
81,0.1775,0.1,2015-08-20,2015-08-20,1.79,1.8,1.7,1.7,1.7,13745700
82,0.4166666666666667,-0.037500000000000006,2015-08-21,2015-08-21,1.68,1.8,1.68,1.78,1.78,12529500
83,0.15694444444444444,0.0,2015-08-24,2015-08-24,1.69,1.83,1.65,1.75,1.75,17217400
84,0.0,0.0,2015-08-25,2015-08-25,1.82,1.82,1.66,1.66,1.66,12097700
85,0.0625,0.21458333333333332,2015-08-26,2015-08-26,1.69,1.73,1.66,1.72,1.72,10715300
86,0.22000000000000006,0.0,2015-08-27,2015-08-27,1.74,1.84,1.74,1.78,1.78,11839300
87,0.13749999999999998,0.25,2015-08-28,2015-08-28,1.75,1.87,1.75,1.85,1.85,10924600
88,0.19,0.1,2015-08-31,2015-08-31,1.82,1.87,1.79,1.81,1.81,6516000
89,-0.03333333333333333,0.12,2015-09-01,2015-09-01,1.77,1.82,1.71,1.71,1.71,8470700
90,0.3333333333333333,0.14,2015-09-02,2015-09-02,1.75,1.77,1.72,1.77,1.77,6306100
91,0.3125,-0.2,2015-09-03,2015-09-03,1.76,1.85,1.76,1.79,1.79,7154200
92,0.21212121212121213,0.1,2015-09-04,2015-09-04,1.76,1.84,1.76,1.82,1.82,6725300
93,0.1290764790764791,0.13049999999999995,2015-09-08,2015-09-08,1.85,1.88,1.83,1.88,1.88,6009500
94,0.125,0.16818181818181818,2015-09-09,2015-09-09,1.9,1.97,1.83,1.85,1.85,12612300
95,0.17166666666666666,0.0,2015-09-10,2015-09-10,1.84,1.88,1.83,1.84,1.84,4290400
96,0.2333333333333333,0.0,2015-09-11,2015-09-11,1.88,2.14,1.81,2.01,2.01,31010300
97,0.0,0.05,2015-09-14,2015-09-14,2.0,2.0,1.81,1.82,1.82,16458500
98,0.16666666666666666,0.5333333333333333,2015-09-15,2015-09-15,1.84,1.87,1.81,1.86,1.86,6524400
99,0.25,0.04444444444444445,2015-09-16,2015-09-16,1.87,1.9,1.85,1.89,1.89,4928300
100,0.3444444444444445,0.0,2015-09-17,2015-09-17,1.9,1.94,1.87,1.89,1.89,5831600
101,0.13333333333333333,0.35,2015-09-18,2015-09-18,1.87,1.92,1.85,1.87,1.87,11814000
102,0.2625,0.0666666666666667,2015-09-21,2015-09-21,1.87,1.9,1.81,1.81,1.81,5377800
103,0.0,0.0,2015-09-22,2015-09-22,1.8,1.84,1.72,1.73,1.73,9975200
104,0.21666666666666667,0.325,2015-09-23,2015-09-23,1.76,1.78,1.69,1.7,1.7,9649200
105,0.0,0.0,2015-09-24,2015-09-24,1.68,1.73,1.66,1.72,1.72,11247700
106,0.0,0.24,2015-09-25,2015-09-25,1.75,1.75,1.68,1.71,1.71,5644600
107,0.0,0.0,2015-09-28,2015-09-28,1.69,1.7,1.66,1.66,1.66,5693100
108,0.0,0.6000000000000001,2015-09-29,2015-09-29,1.67,1.69,1.65,1.67,1.67,7005300
109,0.0,0.6000000000000001,2015-09-30,2015-09-30,1.7,1.72,1.68,1.72,1.72,5739500
110,0.325,0.24375,2015-10-01,2015-10-01,1.77,1.77,1.72,1.74,1.74,5531700
111,0.0,0.0,2015-10-02,2015-10-02,1.76,1.83,1.72,1.83,1.83,7146100
112,0.5,0.0,2015-10-05,2015-10-05,1.82,1.87,1.77,1.8,1.8,7595600
113,0.19861111111111115,0.0,2015-10-06,2015-10-06,1.8,1.86,1.8,1.83,1.83,8558400
114,0.20208333333333334,0.0,2015-10-07,2015-10-07,1.82,1.87,1.82,1.86,1.86,7859200
115,0.05,0.0,2015-10-08,2015-10-08,1.87,1.95,1.85,1.93,1.93,9198700
116,0.1,0.0,2015-10-09,2015-10-09,1.92,1.96,1.89,1.96,1.96,8629100
117,0.44375,0.05,2015-10-12,2015-10-12,1.96,1.96,1.85,1.87,1.87,7686600
118,0.2833333333333334,0.0,2015-10-13,2015-10-13,1.87,1.94,1.86,1.92,1.92,6698400
119,0.2777777777777777,0.5,2015-10-14,2015-10-14,1.92,1.96,1.92,1.95,1.95,10184300
120,-0.125,0.5,2015-10-15,2015-10-15,1.97,2.06,1.95,1.97,1.97,27327100
121,0.5,0.0,2015-10-16,2015-10-16,2.0,2.0,1.89,1.94,1.94,21544900
122,0.25,0.5,2015-10-19,2015-10-19,1.91,2.01,1.91,2.01,2.01,10670800
123,0.0,0.2,2015-10-20,2015-10-20,2.0,2.03,1.97,2.02,2.02,5584200
124,0.16666666666666666,0.0,2015-10-21,2015-10-21,2.02,2.12,2.01,2.1,2.1,14944100
125,0.5,0.0,2015-10-22,2015-10-22,2.1,2.16,2.09,2.14,2.14,8208400
126,0.19375,0.16666666666666666,2015-10-23,2015-10-23,2.1,2.21,2.1,2.21,2.21,9564200
127,0.2,0.0,2015-10-26,2015-10-26,2.21,2.21,2.12,2.15,2.15,6313500
128,0.1,0.25,2015-10-27,2015-10-27,2.12,2.16,2.1,2.15,2.15,5755600
129,0.0,0.4590909090909091,2015-10-28,2015-10-28,2.14,2.2,2.12,2.18,2.18,6950600
130,0.16666666666666666,0.0,2015-10-29,2015-10-29,2.15,2.18,2.11,2.13,2.13,4500400
131,0.2958333333333333,0.0,2015-10-30,2015-10-30,2.14,2.15,2.12,2.12,2.12,4897100
132,0.3666666666666667,0.0,2015-11-02,2015-11-02,2.13,2.19,2.11,2.19,2.19,5858700
133,0.0,0.03888888888888888,2015-11-03,2015-11-03,2.16,2.29,2.16,2.28,2.28,8705800
134,0.125,0.0,2015-11-04,2015-11-04,2.27,2.3,2.18,2.2,2.2,8205300
135,0.24375,0.725,2015-11-05,2015-11-05,2.21,2.24,2.17,2.2,2.2,4302200
136,0.27186147186147186,0.0,2015-11-06,2015-11-06,2.19,2.21,2.13,2.15,2.15,8997100
137,0.4,0.0,2015-11-09,2015-11-09,2.15,2.18,2.1,2.11,2.11,6231200
138,0.13333333333333333,0.0,2015-11-10,2015-11-10,2.09,2.1,2.02,2.02,2.02,6162200
139,0.0,0.0,2015-11-11,2015-11-11,2.02,2.09,2.02,2.07,2.07,3532100
140,0.2015625,-0.1,2015-11-12,2015-11-12,2.05,2.07,2.0,2.0,2.0,3576800
141,0.14666666666666667,0.0,2015-11-13,2015-11-13,1.99,2.04,1.94,1.99,1.99,5920200
142,0.32916666666666666,0.0,2015-11-16,2015-11-16,1.99,2.02,1.95,1.99,1.99,4149700
143,0.25,0.0,2015-11-17,2015-11-17,2.01,2.04,1.97,1.98,1.98,5825100
144,0.03333333333333333,0.0,2015-11-18,2015-11-18,1.99,2.15,1.98,2.12,2.12,9384700
145,0.0,0.0,2015-11-19,2015-11-19,2.1,2.16,2.09,2.14,2.14,4704300
146,0.03333333333333333,0.0,2015-11-20,2015-11-20,2.14,2.25,2.13,2.22,2.22,10727100
147,0.16666666666666666,0.0,2015-11-23,2015-11-23,2.22,2.24,2.18,2.22,2.22,4863200
148,0.0,0.0,2015-11-24,2015-11-24,2.2,2.4,2.17,2.34,2.34,15859700
149,0.09531385281385282,0.0,2015-11-25,2015-11-25,2.36,2.4,2.31,2.38,2.38,6914800
150,0.25,0.0,2015-11-27,2015-11-27,2.37,2.38,2.32,2.33,2.33,2606600
151,0.2,0.8,2015-11-30,2015-11-30,2.34,2.37,2.25,2.36,2.36,9924400
152,0.0,0.0,2015-12-01,2015-12-01,2.36,2.37,2.31,2.34,2.34,5646400
153,0.021428571428571432,0.0,2015-12-02,2015-12-02,2.31,2.34,2.23,2.27,2.27,7501700
154,0.15000000000000002,0.0,2015-12-03,2015-12-03,2.25,2.31,2.2,2.23,2.23,7059900
155,-0.0070318570318570394,0.0,2015-12-04,2015-12-04,2.23,2.29,2.21,2.28,2.28,4572600
156,0.0,-0.020833333333333332,2015-12-07,2015-12-07,2.26,2.36,2.21,2.36,2.36,8479600
157,0.1775,0.0,2015-12-08,2015-12-08,2.34,2.4,2.25,2.39,2.39,9055500
158,0.14750000000000002,0.0,2015-12-09,2015-12-09,2.37,2.4,2.32,2.35,2.35,8710000
159,0.07160493827160493,0.0,2015-12-10,2015-12-10,2.36,2.5,2.33,2.45,2.45,13069400
160,0.0,-0.3,2015-12-11,2015-12-11,2.41,2.47,2.36,2.36,2.36,11890000
161,0.15000000000000002,0.0,2015-12-14,2015-12-14,2.36,2.39,2.3,2.34,2.34,7625700
162,-0.05208333333333332,0.0,2015-12-15,2015-12-15,2.35,2.43,2.32,2.36,2.36,7423900
163,0.0,0.0,2015-12-16,2015-12-16,2.39,2.55,2.37,2.54,2.54,19543600
164,0.2125,0.0,2015-12-17,2015-12-17,2.52,2.6,2.52,2.56,2.56,11374100
165,0.05,0.0,2015-12-18,2015-12-18,2.51,2.55,2.42,2.45,2.45,17988100
166,0.16666666666666666,0.0,2015-12-21,2015-12-21,2.47,2.53,2.43,2.53,2.53,6876600
167,0.16666666666666666,0.0,2015-12-22,2015-12-22,2.55,2.78,2.54,2.77,2.77,24893200
168,0.1,0.0,2015-12-23,2015-12-23,2.76,2.94,2.75,2.83,2.83,30365300
169,0.16666666666666666,0.0,2015-12-24,2015-12-24,2.88,3.0,2.86,2.92,2.92,11890900
170,0.0,0.0,2015-12-28,2015-12-28,2.91,3.02,2.86,3.0,3.0,16050500
171,0.24400000000000005,0.0,2015-12-29,2015-12-29,3.04,3.06,2.97,3.0,3.0,15300900
172,-0.008333333333333331,0.0,2015-12-30,2015-12-30,2.99,3.04,2.93,2.98,2.98,10046600
173,0.02,0.0,2015-12-31,2015-12-31,2.97,3.01,2.87,2.87,2.87,11086100
174,0.4666666666666667,0.08680555555555555,2016-01-04,2016-01-04,2.77,2.82,2.63,2.77,2.77,32516800
175,0.125,0.35,2016-01-05,2016-01-05,2.77,2.8,2.64,2.75,2.75,12972300
176,0.16661931818181816,0.0,2016-01-06,2016-01-06,2.66,2.71,2.47,2.51,2.51,23759400
177,0.18,0.0,2016-01-07,2016-01-07,2.43,2.48,2.26,2.28,2.28,22203500
178,0.1,0.0,2016-01-08,2016-01-08,2.36,2.42,2.1,2.14,2.14,31822400
179,0.13333333333333336,0.48,2016-01-11,2016-01-11,2.16,2.36,2.12,2.34,2.34,19629300
180,0.03333333333333333,0.0,2016-01-12,2016-01-12,2.4,2.46,2.28,2.39,2.39,17986100
181,0.25,0.0,2016-01-13,2016-01-13,2.4,2.45,2.21,2.25,2.25,12749700
182,0.09583333333333337,0.0,2016-01-14,2016-01-14,2.29,2.35,2.21,2.21,2.21,15666600
183,0.325,0.0,2016-01-15,2016-01-15,2.1,2.13,1.99,2.03,2.03,21199300
184,0.0,0.0,2016-01-19,2016-01-19,2.08,2.11,1.9,1.95,1.95,18978900
185,0.125,0.0,2016-01-20,2016-01-20,1.81,1.95,1.75,1.8,1.8,29243600
186,0.25,0.0,2016-01-21,2016-01-21,1.82,2.18,1.81,2.09,2.09,26387900
187,0.12,0.0,2016-01-22,2016-01-22,2.11,2.17,1.98,2.02,2.02,16245500
188,0.0,0.0,2016-02-09,2016-02-09,1.89,2.0,1.85,1.9,1.9,14991500
189,0.10714285714285714,0.0,2016-02-10,2016-02-10,1.92,1.98,1.83,1.84,1.84,9466100
190,0.24478114478114485,0.0,2016-02-11,2016-02-11,1.82,1.94,1.81,1.86,1.86,7858300
191,0.2361111111111111,0.0,2016-02-12,2016-02-12,1.89,1.91,1.82,1.83,1.83,9957300
192,0.09152777777777776,0.0,2016-02-16,2016-02-16,1.86,1.9,1.82,1.83,1.83,11853400
193,0.16,0.0,2016-02-17,2016-02-17,1.85,1.94,1.85,1.9,1.9,13770200
194,0.16534090909090907,0.0,2016-02-18,2016-02-18,1.93,1.98,1.9,1.91,1.91,10823400
195,0.075,0.5,2016-02-19,2016-02-19,1.93,1.93,1.83,1.91,1.91,7784100
196,0.1111111111111111,0.0,2016-02-22,2016-02-22,1.94,2.04,1.93,2.01,2.01,9895500
197,0.18214285714285716,0.0,2016-02-23,2016-02-23,2.04,2.06,1.97,1.97,1.97,6710600
198,0.2775,0.0,2016-02-24,2016-02-24,1.98,2.04,1.93,2.02,2.02,6906200
199,0.18125,0.1301388888888889,2016-02-25,2016-02-25,2.02,2.04,1.98,2.03,2.03,5614400
200,0.1729166666666667,-0.06666666666666665,2016-02-26,2016-02-26,2.04,2.1,2.03,2.07,2.07,7911500
201,0.0,0.0,2016-02-29,2016-02-29,2.06,2.15,2.05,2.14,2.14,11400300
202,0.2333333333333333,0.28125,2016-03-01,2016-03-01,2.16,2.2,2.12,2.18,2.18,9011200
203,0.3333333333333333,0.0041666666666666605,2016-03-02,2016-03-02,2.2,2.33,2.18,2.32,2.32,10845700
204,0.19895833333333332,0.0,2016-03-03,2016-03-03,2.32,2.55,2.3,2.46,2.46,22092400
205,-0.021666666666666674,0.0,2016-03-04,2016-03-04,2.42,2.5,2.34,2.37,2.37,15449000
206,0.1375,0.0,2016-03-07,2016-03-07,2.36,2.47,2.36,2.47,2.47,8754300
207,0.08000000000000003,1.0,2016-03-08,2016-03-08,2.44,2.46,2.3,2.3,2.3,10026900
208,0.14875,0.0,2016-03-09,2016-03-09,2.32,2.35,2.2,2.26,2.26,13082400
209,0.14107142857142854,-0.025,2016-03-10,2016-03-10,2.29,2.31,2.15,2.26,2.26,9603500
210,0.1,0.13333333333333333,2016-03-11,2016-03-11,2.29,2.54,2.29,2.52,2.52,21382400
211,0.2958333333333333,0.2333333333333333,2016-03-14,2016-03-14,2.53,2.75,2.5,2.72,2.72,33848000
212,0.3090617715617716,0.3333333333333333,2016-03-15,2016-03-15,2.67,2.69,2.45,2.49,2.49,21573600
213,0.06,0.16666666666666666,2016-03-16,2016-03-16,2.5,2.64,2.49,2.63,2.63,13015700
214,0.12,0.0,2016-03-17,2016-03-17,2.77,2.81,2.7,2.8,2.8,29000800
215,0.21428571428571427,0.125,2016-03-18,2016-03-18,2.8,2.93,2.77,2.93,2.93,26330500
216,0.1,0.0,2016-03-21,2016-03-21,2.9,2.9,2.75,2.8,2.8,13464900
217,0.2,0.096875,2016-03-22,2016-03-22,2.73,2.85,2.71,2.79,2.79,10315800
218,0.17777777777777778,0.14703703703703702,2016-03-23,2016-03-23,2.8,2.83,2.68,2.68,2.68,10167100
219,0.12,0.5,2016-03-24,2016-03-24,2.69,2.81,2.62,2.79,2.79,10040200
220,0.3,0.0,2016-03-28,2016-03-28,2.81,2.84,2.73,2.78,2.78,7683700
221,0.1,0.375,2016-03-29,2016-03-29,2.74,2.88,2.7,2.86,2.86,13616200
222,0.14791666666666667,0.31428571428571433,2016-03-30,2016-03-30,2.88,2.98,2.85,2.86,2.86,14945900
223,0.3666666666666667,0.0,2016-03-31,2016-03-31,2.84,2.88,2.8,2.85,2.85,9071500
224,0.18333333333333332,0.025,2016-04-01,2016-04-01,2.79,2.88,2.76,2.83,2.83,8257700
225,0.20625,0.15714285714285714,2016-04-04,2016-04-04,2.83,2.87,2.8,2.83,2.83,5591100
226,0.3814814814814815,0.18333333333333326,2016-04-05,2016-04-05,2.76,2.84,2.72,2.76,2.76,9640200
227,0.1,0.12,2016-04-06,2016-04-06,2.75,2.8,2.72,2.8,2.8,12534600
